urls
https://www.courrierinternational.com/feed/all/rss.xml
https://www.ouest-france.fr/rss/france
https://www.france24.com/fr/rss
https://portail.basta.media/spip.php?page=backend
https://pixelfed.social/users/dansup.atom
https://rss-bridge.org/bridge01/?action=display&bridge=EuronewsBridge&lang=www.euronews.com&limit=10&format=Atom
https://www.lemonde.fr/economie/rss_full.xml
